Title,Year,Manufacturer,Model,USD Price,Original Currency,Condition,Frame Size,Wheel Size,Front Travel,Rear Travel,Material,Reason for Review
2022 Transition Scout (Staff Bike),2022,Transition,Scout,2022,,4500,CAD,"Good - Used, Mechanically Sound",M,"29""",150 mm,currency
2021 Santa Cruz Megatower CC frame with Cascade V1 LT LINK,2021,Santa Cruz,Megatower,2021,,1600,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2021 GG Gnarvana - S3/L,2021,NoManufacturer,NoModelFound,2021,,2150,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,manufacturer
2019 Giant Reign sx 1,2019,Giant,Reign,2019,,2000,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",180 mm,currency
2018 Kona Process 153 CR DL large,2018,Kona,Process 153,2018,,2100,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2022 Kona Process 134 (Med),2022,Kona,NoModelFound,2022,,3000,USD,"Good - Used, Mechanically Sound",M,"29""",140 mm,model
2019 Ibis Ripmo - Carbon Fibor,2019,Ibis,Ripmo,2019,,3250,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2018 Ibis Mojo HD4,2018,Ibis,Mojo,2018,,3500,CAD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",160 mm,currency
2017 Pyga Slackline Medium,2017,NoManufacturer,Line,2017,,1900,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,manufacturer
2022 Ragley mmmbop  - medium,2022,NoManufacturer,NoModelFound,2022,,1750,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,manufacturer
2019 Yeti SB6 Turq custom,2019,Yeti,NoModelFound,2019,,3500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,model
2019 YT capra limited edition size large,2019,YT,Capra,2019,,3800,USD,"Good - Used, Mechanically Sound",L,"29""",180 mm,currency
2024 Specialized Enduro Really Like New!,2024,Specialized,Enduro,2024,,4100,USD,Excellent - Lightly Ridden,L,"29""",180 mm,currency
2019 Santacruz Megatower C,2019,NoManufacturer,Megatower,2019,,4000,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,manufacturer
2018 Pivot firebird,2018,Pivot,NoModelFound,2018,,1800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,model
2019 Santa Cruz Bronson XL,2019,Santa Cruz,Bronson,2019,,2800,USD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",160 mm,currency
2023 Santacruz Megatower Medium,2023,NoManufacturer,Mega,2023,,6500,CAD,Excellent - Lightly Ridden,M,"29""",170 mm,manufacturer
2021 Intense Primer 29 - Need Gone!,2021,Intense,Prime,2021,,3500,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2019 Commencal Meta AM 29 XL,2019,Commencal,NoModelFound,2019,,2500,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,model
2017 Banshee rune v2 medium,2017,Banshee,NoModelFound,2017,,1700,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,model
2022 Specialized Kenevo Dream Build,2022,Specialized,Kenevo,2022,,6000,USD,Excellent - Lightly Ridden,M,"29""",180 mm,currency
2020 Niner Rip 9 RDO,2020,Niner,RIP 9 RDO,2020,,2700,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",150 mm,currency
2021 Knolly Warden LT,2021,Knolly,Warden,2021,,3600,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",170 mm,currency
2021 Ibis Ripmo V2 Custom build,2021,Ibis,Ripmo,2021,,8000,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2021 Specialized Enduro S4 Price Drop,2021,Specialized,Enduro,2021,,10000,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2021 Specialized Staus 160,2021,Specialized,NoModelFound,2021,,2300,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,model
2009 Giant Reign,2009,Giant,Reign,2009,,550,CAD,Poor - Needs Servicing,L,"27.5"" / 650B",150 mm,currency
2023 Nukeproof Mega 297 Alloy Pro - M,2023,Nukeproof,Mega,2023,,3000,USD,New - Unridden/With Tags,M,"27.5"" / 650B",170 mm,currency
2015 Knolly Chilcotin-Medium,2015,Knolly,Chilcotin,2015,,1800,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2010 Norco LT 6.1 size S,2010,Norco,NoModelFound,2010,,1550,CAD,Excellent - Lightly Ridden,S,"26""",160 mm,model
2015 Transition Patrol,2015,Transition,Patrol,2015,,2000,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2022 Upgraded Marin Alpine Trail XR,2022,Ari,Trail,2022,,2700,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2021 Kona Process X XL,2021,Kona,Process X,2021,,5000,CAD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2020 Canyon Strive CF 8.0,2020,Canyon,Strive,2020,,3500,USD,"Good - Used, Mechanically Sound","20""","29""",160 mm,currency
2021 Rocky Mountain Instinct Medium,2021,Rocky Mountain,Instinct,2021,,4500,USD,"Good - Used, Mechanically Sound",M,"29""",150 mm,currency
2021 Rocky Mountain Altitude Carbon 70 Coil,2021,Rocky Mountain,Altitude,2021,,4750,USD,New - Unridden/With Tags,L,"29""",170 mm,currency
2023 Evil Wreckoning Large SRAM GX i9 Hydra,2023,Evil,Wreckoning,2023,,4950,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2017 Norco Range A7.2,2017,Norco,Range,2017,,1900,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2014 Cannondale Jekyll Carbon 2,2014,Cannondale,Jekyll,2014,,1200,USD,"Good - Used, Mechanically Sound","17""","26""",160 mm,currency
2018 Trek Remedy CUSTOM Rebuild LIKE NEW,2018,Trek,Remedy,2018,,1800,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2013 Specialized StumpJumper Large 29'er,2013,Specialized,NoModelFound,2013,,1500,CAD,"Good - Used, Mechanically Sound",L,"29""",140 mm,model
2020 Specialized Stumpjumper Pro Ltd Ohlins,2020,Specialized,NoModelFound,2020,,3500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,model
"2020 Commencal, Meta AM, Large",2020,Commencal,NoModelFound,2020,,2500,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,model
2023 Brand New- Status 160 - All Sizes ( S1 to S5 ),2023,NoManufacturer,Status,2023,,3299,CAD,New - Unridden/With Tags,,,160 mm,manufacturer
2020 Carbine 29 For Sale!!!,2020,NoManufacturer,Carbine,2020,,2800,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,manufacturer
2021 Specialized Enduro Comp w/ Reserve wheels S4,2021,Specialized,Enduro,2021,,4900,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2020 Norco Sight C3 Womens,2020,Norco,Sight,2020,,3300,CAD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2020 Reign Advanced Pro 1,2020,NoManufacturer,Reign,2020,,3200,CAD,"Good - Used, Mechanically Sound",S,"29""",160 mm,manufacturer
2022 Marin Alpine Trail 8 Full Suspension Mountain Bike,2022,Ari,Trail,2022,,2000,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
2017 CARBON PIVOT MACH 6,2017,Pivot,NoModelFound,2017,,3000,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,model
2022 Trek Slash xl,2022,Trek,Slash,2022,,4000,USD,Excellent - Lightly Ridden,"21.5""","29""",160 mm,currency
2022 YT Capra Core 4 XL,2022,YT,Capra,2022,,3000,USD,"Good - Used, Mechanically Sound",XL,"29""",170 mm,currency
2023 Cannondale Jekyll XTR Medium,2023,Cannondale,Jekyll,2023,,4500,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2022 Orbea Rallon M-LTD,2022,Orbea,Rallon,2022,,7000,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2015 Devinci Troy Carbon Sram X0 Eagle 1x12,2015,Devinci,Troy,2015,,1950,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,currency
2020 Giant Reign,2020,Giant,Reign,2020,,2000,USD,Poor - Needs Servicing,L,"29""",160 mm,currency
2023 Specialized StumpJumper EVO Alloy,2023,Specialized,Stumpjumper EVO,2023,,3800,CAD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2022 Kona Process X,2022,Kona,Process X,2022,,3500,USD,Excellent - Lightly Ridden,XL,"29""",170 mm,currency
2018 Trek Remedy 9.8 (upgrades),2018,Trek,Remedy,2018,,2300,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2020 Pivot Firebird 29er L,2020,Pivot,Firebird 29,2020,,4250,CAD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2022 Pivot Firebird Large *CUSTOM XT*,2022,Pivot,NoModelFound,2022,,5000,USD,Excellent - Lightly Ridden,L,"29""",170 mm,model
2022 *NEW* Intense Tracer S MED *SALE*,2022,Intense,Tracer,2022,,5000,USD,New - Unridden/With Tags,M,"29""",170 mm,currency
2020 Specialized Stumpy Alloy,2020,Specialized,NoModelFound,2020,,1900,CAD,"Good - Used, Mechanically Sound",S,"29""",140 mm,model
2019 Cube Stereo 150,2019,Cube,Stereo,2019,,1100,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2019 Specialized Turbo Levo Expert w/upgrades,2019,Specialized,Turbo Levo,2019,,4500,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2023 Ibis Ripmo AF,2023,Ibis,Ripmo,2023,,4800,CAD,New - Unridden/With Tags,L,"29""",160 mm,currency
2015 Carbon Pivot Mach 6,2015,Pivot,NoModelFound,2015,,2600,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,model
"2020 Canyon Spectral Carbon (CF 7.0), well-maintained",2020,Canyon,Spectral,2020,,2200,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2018 Knolly Warden custom build,2018,Knolly,Warden,2018,,3100,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2022 Santa Cruz Megatower C S-Kit Medium,2022,Santa Cruz,Mega,2022,,3500,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2022 Transition Spire XT Build/Fox Factory,2022,Transition,Factor,2022,,3400,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2021 YT Capra Pro,2021,YT,Capra,2021,,2300,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2020 yt capra base,2020,YT,Capra,2020,,1800,USD,Excellent - Lightly Ridden,XL,"29""",180 mm,currency
2020 Kona Process 153 CR,2020,Kona,Process 153,2020,,2500,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2015 DEVINCI SPARTAN M,2015,Devinci,Spartan,2015,,1400,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2021 Chromag Stylus,2021,Chromag,Stylus,2021,,1500,USD,Excellent - Lightly Ridden,"15""","27.5"" / 650B",160 mm,currency
2022 Pivot Firebird custom,2022,Pivot,NoModelFound,2022,,5400,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,model
2019 Kona Process 165,2019,Kona,NoModelFound,2019,,1900,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,model
2014 Rocky Mountain Altitude 770 MSL - Large,2014,Rocky Mountain,Altitude,2014,,1800,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",150 mm,currency
2022 Scott Genius 930 Carbon Full Suspension,2022,Scott,Genius,2022,,2800,USD,Excellent - Lightly Ridden,M,"29""",150 mm,currency
2021 Intense Tracer Expert (small),2021,Intense,Tracer,2021,,2800,USD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",170 mm,currency
2021 EVIL CALLING,2021,Evil,NoModelFound,2021,,2150,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",150 mm,model
"2019 Evil Wreckoning LB, Medium",2019,Evil,Wreckoning,2019,,2500,USD,"Good - Used, Mechanically Sound",M,"29""",170 mm,currency
2016 Kona Process 153 Sz. Med 27.5,2016,Kona,Process 153,2016,,1300,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2011 specialized enduro pro,2011,Specialized,Enduro,2011,,1000,CAD,"Good - Used, Mechanically Sound",M,"26""",160 mm,currency
2020 Specialized Enduro Expert S2,2020,Specialized,Nduro,2020,,3200,USD,"Good - Used, Mechanically Sound",S,"29""",160 mm,currency
2017 Transition Patrol - Size Large,2017,Transition,Patrol,2017,,1750,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2021 Commencal META AM 29,2021,Commencal,NoModelFound,2021,,3100,USD,Excellent - Lightly Ridden,M,"29""",180 mm,model
2017 YT Capra,2017,YT,Capra,2017,,2800,CAD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",170 mm,currency
2018 Santa Cruz nomad Large,2018,Santa Cruz,Nomad,2018,,1900,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2022 Trek Slash 9.8 XT M/L,2022,Trek,Slash,2022,,3600,USD,Excellent - Lightly Ridden,"18.5""","29""",170 mm,currency
2019 Yeti SB130 LR,2019,Yeti,SB130,2019,,3500,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2020 KONA Process 153 CR 29,2020,Kona,Process 153,2020,,2950,CAD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2020 Kona Process 153 DL Large,2020,Kona,Process 153,2020,,2000,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
"2012 Specialized FSR COMP, PRO,Bomber,FOX frame shock,",2012,Specialized,NoModelFound,2012,,766,USD,Excellent - Lightly Ridden,M,"24""",150 mm,model
2022 Trek Slash 9.8 M/L,2022,Trek,Slash,2022,,5200,CAD,Excellent - Lightly Ridden,"18.5""","29""",170 mm,currency
2019 Specialized Turbo Kenevo fully upgraded L,2019,Specialized,Kenevo,2019,,3250,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,currency
"2022 Specialized Status 160, S4",2022,Specialized,Status,2022,,2100,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2022 Norco Shore 2,2022,Norco,NoModelFound,2022,,4000,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",180 mm,model
2018 Orbea Rallon m10 Large 29”,2018,Orbea,Rallon,2018,,900,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2022 PIvot Firebird Pro XT/XTR DHX2 COIL MED- Glacial Grn,2022,Pivot,NoModelFound,2022,,5900,USD,Excellent - Lightly Ridden,M,"29""",170 mm,model
2023 Revel: Rail 29 Size Medium,2023,Revel,Rail,2023,,3800,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2022 Trek Slash 8 Size M,2022,Trek,Slash,2022,,2800,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2023 Stumpjumper Evo S Works S4 Mullet,2023,NoManufacturer,Stumpjumper EVO,2023,,6000,USD,Excellent - Lightly Ridden,L,"29""",160 mm,manufacturer
2022 Custom Commencal Meta HT Mullet,2022,Commencal,Meta HT,2022,,2500,USD,Excellent - Lightly Ridden,M,"29""",160 mm,currency
2021 Yeti SB150 Turq T2 Build Size Medium,2021,Yeti,SB150,2021,,5000,USD,Excellent - Lightly Ridden,M,"29""",170 mm,currency
2021 Orbea Rallon size L,2021,Orbea,Rallon,2021,,2950,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2020 YT Capra Race Pro 29 - Large (w/ RideWrap),2020,YT,Capra,2020,,2900,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
"2021 Trek Slash 8, Large, 29""",2021,Trek,Slash,2021,,3490,CAD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2021 Norco Hartail Fluid HT2 XL,2021,Norco,Fluid,2021,,1300,USD,"Good - Used, Mechanically Sound",XL,"29""",203 mm,currency
2016 Norco,2016,Norco,NoModelFound,2016,,1500,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",,model
2022 Custom Specialized S-Works Stumpjumper Evo,2022,Specialized,Stumpjumper EVO,2022,,5500,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2021 Specialized Enduro Comp,2021,Specialized,Enduro,2021,,3500,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2018 Pivot Firebird Xt/Xtr,2018,Pivot,NoModelFound,2018,,4000,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,model
2018 Transition sentinel gx,2018,Transition,Sentinel,2018,,3000,CAD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2022 Pivot Switchblade XX1 AXS LiveValve: Price Drop!,2022,Pivot,Switchblade,2022,,6999,USD,Excellent - Lightly Ridden,L,"29""",160 mm,currency
2021 YT Capra Base AL,2021,YT,Capra,2021,,1500,USD,Excellent - Lightly Ridden,XXL,"27.5"" / 650B",180 mm,currency
2019 Scott Ransom 910 W/ Upgrades,2019,Scott,Ransom,2019,,2450,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2010 Santa Cruz Nomad,2010,Santa Cruz,Nomad,2010,,1050,CAD,"Good - Used, Mechanically Sound",L,"26""",160 mm,currency
2020 Transition Sentinel carbon X01 CC Link and PUSH,2020,Transition,Sentinel,2020,,3500,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2021 Devinci Troy SX,2021,Devinci,Troy,2021,,2200,CAD,"Good - Used, Mechanically Sound",M,"29""",160 mm,currency
2024 Julianna Rubion XO AXS RSV,2024,NoManufacturer,NoModelFound,2024,,6800,USD,Excellent - Lightly Ridden,M,"29""",160 mm,manufacturer
2022 Specialized Stumpjumper Evo Expert AXS,2022,Specialized,Stumpjumper EVO,2022,,5750,CAD,Excellent - Lightly Ridden,XL,"29""",160 mm,currency
2021 Trek slash 9.7 Large,2021,Trek,Slash,2021,,3600,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2021 Trek slash 9.7,2021,Trek,Slash,2021,,4000,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2021 Santa Cruz Nomad XL,2021,Santa Cruz,Nomad,2021,,4250,USD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",170 mm,currency
2016 Intense Tracer Carbon T275C Small,2016,Intense,Tracer,2016,,2800,USD,Excellent - Lightly Ridden,S,"27.5"" / 650B",160 mm,currency
2017 Ibis Mojo HD3 100miles new price $4500 obo,2017,Ibis,Mojo,2017,,4500,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2022 YT Capra Launch Edition,2022,YT,Capra,2022,,6000,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2015 Rocky Mtn Altitude carbon XL,2015,NoManufacturer,Altitude,2015,,1500,USD,"Good - Used, Mechanically Sound",XL,"27.5"" / 650B",160 mm,manufacturer
2016 Giant Reign 27.5 Medium,2016,Giant,Reign,2016,,2850,CAD,Excellent - Lightly Ridden,M,"27.5"" / 650B",160 mm,currency
2021 Santa Cruz Bronson cc xo1,2021,Santa Cruz,Bronson,2021,,6000,CAD,Excellent - Lightly Ridden,L,"27.5"" / 650B",160 mm,currency
2019 Rocky Mountain instinct bc edition (xl),2019,Rocky Mountain,Instinct,2019,,2500,USD,"Good - Used, Mechanically Sound",XL,"29""",160 mm,currency
2023 Trek Slash 9.7 (L),2023,Trek,Slash,2023,,3500,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2013 BMC Trailfox,2013,NoManufacturer,Rail,2013,,2200,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",150 mm,manufacturer
2023 Santa Cruz Bronson GX AXS,2023,Santa Cruz,Bronson,2023,,4900,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2019 Scott Genius carbon size medium.,2019,Scott,Genius,2019,,2750,USD,"Good - Used, Mechanically Sound",M,"29""",150 mm,currency
2021 Giant Reign Advanced Pro 1 Small,2021,Giant,Reign,2021,,2400,USD,"Good - Used, Mechanically Sound",S,"29""",170 mm,currency
2020 Specialized Enduro S-Work,2020,Specialized,Enduro,2020,,4900,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2022 SCOTT RANSOM 900 TUNED AXS BIKE,2022,Scott,Ransom,2022,,5000,USD,New - Unridden/With Tags,XL,"29""",170 mm,currency
2022 Scott Genius 950,2022,Scott,Genius,2022,,2000,USD,New - Unridden/With Tags,XL,"29""",150 mm,currency
2023 SCOTT PATRON eRIDE 900 BIKE,2023,Scott,Patron,2023,,6300,USD,New - Unridden/With Tags,L,"29""",160 mm,currency
2023 Intense Tracer 279,2023,Intense,Tracer,2023,,4000,USD,Excellent - Lightly Ridden,L,"29""",170 mm,currency
2007 Giant Reign X,2007,Giant,Reign,2007,,340,USD,"Good - Used, Mechanically Sound",M,"26""",150 mm,currency
2022 Trek fuel ex 9.8 Gen 5,2022,Trek,Fuel EX,2022,,5000,CAD,"Good - Used, Mechanically Sound",57cm,"29""",150 mm,currency
2022 *NEW* Yeti SB165 Large,2022,Yeti,SB165,2022,,7999,USD,New - Unridden/With Tags,L,"27.5"" / 650B",170 mm,currency
2021 Yeti SB140 C2,2021,Yeti,SB140,2021,,2750,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2019 Fully Custom S-Works Enduro,2019,NoManufacturer,Enduro,2019,,5800,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",180 mm,manufacturer
2017 Kona Lana'i,2017,Kona,NoModelFound,2017,,500,CAD,"Good - Used, Mechanically Sound",S,"27.5"" / 650B",100 mm,model
2022 Santa Cruz Bronson C MX - Large,2022,Santa Cruz,Bronson,2022,,3500,USD,New - Unridden/With Tags,L,"29""",160 mm,currency
2022 Specialized Status Medium,2022,Specialized,Status,2022,,3000,USD,Excellent - Lightly Ridden,"17.5""","29""",160 mm,currency
2019 Nukeproof Mega,2019,Nukeproof,Mega,2019,,2800,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",170 mm,currency
2020 Marin Mount Vision Pro - Full Carbon Enduro,2020,Ari,Nduro,2020,,3200,USD,Excellent - Lightly Ridden,M,"27.5"" / 650B",150 mm,currency
2021 Intense Tracer 27.5 large,2021,Intense,Tracer,2021,,3500,USD,Excellent - Lightly Ridden,L,"27.5"" / 650B",170 mm,currency
2018 Yeti SB6 XL,2018,Yeti,NoModelFound,2018,,2400,CAD,Excellent - Lightly Ridden,XL,"27.5"" / 650B",160 mm,model
2015 Devinci Spartan XP,2015,Devinci,Spartan,2015,,1850,CAD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",160 mm,currency
2019 YT Capra CF Pro Race,2019,YT,Capra,2019,,2400,USD,"Good - Used, Mechanically Sound",L,"29""",170 mm,currency
2023 Miami yellow’s surly skidloader,2023,Surly,NoModelFound,2023,,5000,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",0 mm (Rigid),model
2022 Transition Spire - Custom SLX build,2022,Transition,Spire,2022,,3500,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2023 S2 Specialized Status 140,2023,Specialized,Status,2023,,3000,USD,Excellent - Lightly Ridden,S,"27.5"" / 650B",140 mm,currency
2023 Banshee Titan,2023,Banshee,Titan,2023,,3000,USD,Excellent - Lightly Ridden,"17""","29""",170 mm,currency
2019 Trek Slash 8 Large,2019,Trek,Slash,2019,,1800,USD,"Good - Used, Mechanically Sound",L,"29""",160 mm,currency
2015 santa cruz bronson carbon fiber,2015,Santa Cruz,Bronson,2015,,1290,USD,"Good - Used, Mechanically Sound",L,"27.5"" / 650B",150 mm,currency
Ibis Ripmo V2 AXS XTR,,Ibis,Ripmo,,,6400,USD,Excellent - Lightly Ridden,L,"29""",170 mm,price
2020 Transition Patrol Medium,2020,Transition,Patrol,2020,,2900,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
2015 Intense Tracer T275C,2015,Intense,Tracer,2015,,2500,USD,"Good - Used, Mechanically Sound",M,"27.5"" / 650B",160 mm,currency
